id,image_path,camera_id
296,bounding_box_train/0296_c3s1_070942_02.jpg,3
297,bounding_box_train/0297_c6s1_066776_03.jpg,6
298,bounding_box_train/0298_c4s1_065532_03.jpg,4
299,bounding_box_train/0299_c5s1_067148_02.jpg,5
301,bounding_box_train/0301_c6s1_067351_02.jpg,6
303,bounding_box_train/0303_c3s1_067492_01.jpg,3
306,bounding_box_train/0306_c5s3_067512_04.jpg,5
307,bounding_box_train/0307_c2s1_086321_01.jpg,2
308,bounding_box_train/0308_c6s1_069851_02.jpg,6
309,bounding_box_train/0309_c6s2_017668_01.jpg,6
313,bounding_box_train/0313_c6s1_070851_01.jpg,6
314,bounding_box_train/0314_c2s1_070146_09.jpg,2
318,bounding_box_train/0318_c6s1_072201_01.jpg,6
321,bounding_box_train/0321_c4s2_009317_03.jpg,4
324,bounding_box_train/0324_c6s1_074026_03.jpg,6
325,bounding_box_train/0325_c3s1_074617_01.jpg,3
326,bounding_box_train/0326_c3s3_081044_04.jpg,3
327,bounding_box_train/0327_c3s3_065894_01.jpg,3
328,bounding_box_train/0328_c2s1_074846_03.jpg,2
331,bounding_box_train/0331_c6s1_086401_03.jpg,6
332,bounding_box_train/0332_c3s1_075817_03.jpg,3
333,bounding_box_train/0333_c6s1_078876_02.jpg,6
335,bounding_box_train/0335_c5s1_077098_03.jpg,5
338,bounding_box_train/0338_c2s1_077996_04.jpg,2
339,bounding_box_train/0339_c3s1_077817_01.jpg,3
340,bounding_box_train/0340_c6s1_078901_06.jpg,6
341,bounding_box_train/0341_c5s1_078923_01.jpg,5
344,bounding_box_train/0344_c5s1_079198_02.jpg,5
347,bounding_box_train/0347_c6s1_080851_05.jpg,6
348,bounding_box_train/0348_c6s1_081476_03.jpg,6
349,bounding_box_train/0349_c6s1_081876_04.jpg,6
350,bounding_box_train/0350_c2s1_089471_04.jpg,2
352,bounding_box_train/0352_c2s1_079671_01.jpg,2
354,bounding_box_train/0354_c6s1_080926_07.jpg,6
357,bounding_box_train/0357_c1s2_014891_02.jpg,1
358,bounding_box_train/0358_c3s1_082117_05.jpg,3
359,bounding_box_train/0359_c4s2_012317_01.jpg,4
361,bounding_box_train/0361_c3s1_083192_03.jpg,3
367,bounding_box_train/0367_c1s2_012966_04.jpg,1
368,bounding_box_train/0368_c3s1_085592_01.jpg,3
369,bounding_box_train/0369_c1s2_014866_03.jpg,1
370,bounding_box_train/0370_c2s1_087496_04.jpg,2
371,bounding_box_train/0371_c1s2_015416_01.jpg,1
374,bounding_box_train/0374_c2s1_088646_02.jpg,2
375,bounding_box_train/0375_c2s1_090671_08.jpg,2
376,bounding_box_train/0376_c2s1_088921_05.jpg,2
377,bounding_box_train/0377_c5s1_089498_02.jpg,5
379,bounding_box_train/0379_c2s1_094596_01.jpg,2
380,bounding_box_train/0380_c1s2_016991_01.jpg,1
383,bounding_box_train/0383_c3s1_090917_01.jpg,3
384,bounding_box_train/0384_c2s1_090846_05.jpg,2
385,bounding_box_train/0385_c5s1_091448_01.jpg,5
386,bounding_box_train/0386_c2s3_074702_02.jpg,2
390,bounding_box_train/0390_c3s1_104367_06.jpg,3
393,bounding_box_train/0393_c2s1_112441_01.jpg,2
394,bounding_box_train/0394_c5s1_093523_07.jpg,5
397,bounding_box_train/0397_c1s2_021816_01.jpg,1
398,bounding_box_train/0398_c5s1_094873_03.jpg,5
399,bounding_box_train/0399_c1s2_022316_02.jpg,1
403,bounding_box_train/0403_c2s1_096496_05.jpg,2
404,bounding_box_train/0404_c3s2_158369_03.jpg,3
407,bounding_box_train/0407_c5s1_101198_01.jpg,5
408,bounding_box_train/0408_c5s1_097748_03.jpg,5
409,bounding_box_train/0409_c5s1_097973_01.jpg,5
410,bounding_box_train/0410_c2s1_105746_02.jpg,2
411,bounding_box_train/0411_c3s1_116733_02.jpg,3
413,bounding_box_train/0413_c2s1_097821_01.jpg,2
414,bounding_box_train/0414_c3s1_116758_05.jpg,3
415,bounding_box_train/0415_c3s1_097967_02.jpg,3
419,bounding_box_train/0419_c1s2_027491_01.jpg,1
420,bounding_box_train/0420_c1s2_033341_01.jpg,1
421,bounding_box_train/0421_c5s1_104123_01.jpg,5
423,bounding_box_train/0423_c3s1_102692_01.jpg,3
424,bounding_box_train/0424_c4s2_036267_01.jpg,4
427,bounding_box_train/0427_c4s2_032242_01.jpg,4
430,bounding_box_train/0430_c4s2_036917_02.jpg,4
432,bounding_box_train/0432_c5s2_070977_04.jpg,5
433,bounding_box_train/0433_c3s1_126383_01.jpg,3
434,bounding_box_train/0434_c5s1_113470_01.jpg,5
435,bounding_box_train/0435_c3s1_106192_01.jpg,3
437,bounding_box_train/0437_c1s2_056446_01.jpg,1
441,bounding_box_train/0441_c3s1_109042_05.jpg,3
442,bounding_box_train/0442_c5s1_109548_03.jpg,5
444,bounding_box_train/0444_c3s1_111283_02.jpg,3
445,bounding_box_train/0445_c4s2_038248_01.jpg,4
446,bounding_box_train/0446_c1s2_038771_03.jpg,1
449,bounding_box_train/0449_c2s1_148266_08.jpg,2
450,bounding_box_train/0450_c1s2_041696_01.jpg,1
451,bounding_box_train/0451_c5s1_113895_02.jpg,5
456,bounding_box_train/0456_c6s2_072593_01.jpg,6
457,bounding_box_train/0457_c1s2_044246_02.jpg,1
459,bounding_box_train/0459_c4s6_031516_01.jpg,4
464,bounding_box_train/0464_c2s1_119541_02.jpg,2
466,bounding_box_train/0466_c3s1_120708_02.jpg,3
468,bounding_box_train/0468_c3s1_120708_05.jpg,3
470,bounding_box_train/0470_c3s2_133519_02.jpg,3
472,bounding_box_train/0472_c2s1_153016_01.jpg,2
475,bounding_box_train/0475_c5s1_123645_02.jpg,5
477,bounding_box_train/0477_c2s1_124766_01.jpg,2
480,bounding_box_train/0480_c3s1_125333_01.jpg,3
481,bounding_box_train/0481_c1s2_053321_01.jpg,1
482,bounding_box_train/0482_c3s1_125333_02.jpg,3
484,bounding_box_train/0484_c5s1_126720_01.jpg,5
485,bounding_box_train/0485_c3s1_128633_04.jpg,3
486,bounding_box_train/0486_c2s1_128316_02.jpg,2
491,bounding_box_train/0491_c3s1_129858_04.jpg,3
494,bounding_box_train/0494_c3s1_131083_02.jpg,3
496,bounding_box_train/0496_c4s2_058323_01.jpg,4
499,bounding_box_train/0499_c1s2_060596_01.jpg,1
500,bounding_box_train/0500_c3s1_137708_01.jpg,3
503,bounding_box_train/0503_c3s1_138708_06.jpg,3
508,bounding_box_train/0508_c6s2_075568_03.jpg,6
509,bounding_box_train/0509_c1s2_065771_04.jpg,1
513,bounding_box_train/0513_c3s3_082244_02.jpg,3
515,bounding_box_train/0515_c1s2_069371_02.jpg,1
516,bounding_box_train/0516_c2s1_142491_02.jpg,2
517,bounding_box_train/0517_c3s1_145308_03.jpg,3
518,bounding_box_train/0518_c4s2_069898_01.jpg,4
519,bounding_box_train/0519_c5s2_093952_02.jpg,5
522,bounding_box_train/0522_c4s2_070848_01.jpg,4
524,bounding_box_train/0524_c1s2_072496_03.jpg,1
525,bounding_box_train/0525_c3s1_147083_02.jpg,3
528,bounding_box_train/0528_c3s1_148608_05.jpg,3
529,bounding_box_train/0529_c3s1_154133_04.jpg,3
534,bounding_box_train/0534_c3s1_152083_01.jpg,3
536,bounding_box_train/0536_c3s2_001971_02.jpg,3
537,bounding_box_train/0537_c4s3_004823_02.jpg,4
539,bounding_box_train/0539_c5s1_155495_07.jpg,5
540,bounding_box_train/0540_c1s3_007846_06.jpg,1
545,bounding_box_train/0545_c5s2_014730_01.jpg,5
546,bounding_box_train/0546_c2s1_157316_02.jpg,2
547,bounding_box_train/0547_c3s1_157658_07.jpg,3
549,bounding_box_train/0549_c1s3_009921_05.jpg,1
551,bounding_box_train/0551_c1s3_010421_04.jpg,1
552,bounding_box_train/0552_c2s1_157766_01.jpg,2
554,bounding_box_train/0554_c6s2_000468_02.jpg,6
555,bounding_box_train/0555_c6s2_007418_01.jpg,6
556,bounding_box_train/0556_c3s1_158683_02.jpg,3
557,bounding_box_train/0557_c5s2_008930_01.jpg,5
558,bounding_box_train/0558_c1s3_015596_01.jpg,1
564,bounding_box_train/0564_c4s3_018104_01.jpg,4
565,bounding_box_train/0565_c4s3_017904_01.jpg,4
566,bounding_box_train/0566_c3s2_004637_02.jpg,3
570,bounding_box_train/0570_c3s2_024362_02.jpg,3
571,bounding_box_train/0571_c5s2_008130_02.jpg,5
572,bounding_box_train/0572_c6s2_007693_01.jpg,6
573,bounding_box_train/0573_c6s2_002993_01.jpg,6
575,bounding_box_train/0575_c5s2_081702_01.jpg,5
579,bounding_box_train/0579_c2s2_009187_01.jpg,2
581,bounding_box_train/0581_c4s4_037335_02.jpg,4
584,bounding_box_train/0584_c3s2_012512_01.jpg,3
586,bounding_box_train/0586_c4s3_025854_01.jpg,4
588,bounding_box_train/0588_c6s3_090992_01.jpg,6
589,bounding_box_train/0589_c6s2_006893_03.jpg,6
592,bounding_box_train/0592_c6s2_033593_01.jpg,6
593,bounding_box_train/0593_c3s2_013762_01.jpg,3
594,bounding_box_train/0594_c6s2_013993_01.jpg,6
596,bounding_box_train/0596_c6s2_021768_03.jpg,6
597,bounding_box_train/0597_c2s2_012237_02.jpg,2
599,bounding_box_train/0599_c1s6_035421_02.jpg,1
603,bounding_box_train/0603_c3s2_020737_04.jpg,3
604,bounding_box_train/0604_c3s2_016787_01.jpg,3
605,bounding_box_train/0605_c3s2_057162_04.jpg,3
606,bounding_box_train/0606_c3s2_017887_03.jpg,3
611,bounding_box_train/0611_c3s2_018187_02.jpg,3
612,bounding_box_train/0612_c3s2_037562_03.jpg,3
613,bounding_box_train/0613_c1s3_032751_02.jpg,1
614,bounding_box_train/0614_c1s3_033676_01.jpg,1
615,bounding_box_train/0615_c1s3_033901_02.jpg,1
616,bounding_box_train/0616_c1s3_047451_03.jpg,1
619,bounding_box_train/0619_c6s2_015843_01.jpg,6
620,bounding_box_train/0620_c6s2_017768_04.jpg,6
622,bounding_box_train/0622_c3s2_023087_05.jpg,3
623,bounding_box_train/0623_c6s2_017343_01.jpg,6
628,bounding_box_train/0628_c6s2_043968_01.jpg,6
629,bounding_box_train/0629_c1s3_049926_02.jpg,1
630,bounding_box_train/0630_c2s2_020937_05.jpg,2
633,bounding_box_train/0633_c3s2_025737_01.jpg,3
635,bounding_box_train/0635_c6s2_020718_05.jpg,6
636,bounding_box_train/0636_c1s3_041176_01.jpg,1
637,bounding_box_train/0637_c1s3_041851_04.jpg,1
639,bounding_box_train/0639_c6s2_023843_01.jpg,6
640,bounding_box_train/0640_c6s2_023693_01.jpg,6
641,bounding_box_train/0641_c3s2_030137_02.jpg,3
642,bounding_box_train/0642_c2s2_037312_01.jpg,2
645,bounding_box_train/0645_c1s3_046676_01.jpg,1
647,bounding_box_train/0647_c2s2_030812_09.jpg,2
648,bounding_box_train/0648_c6s2_042493_01.jpg,6
649,bounding_box_train/0649_c6s2_027418_05.jpg,6
652,bounding_box_train/0652_c5s2_036180_03.jpg,5
653,bounding_box_train/0653_c6s2_045043_01.jpg,6
655,bounding_box_train/0655_c6s2_031043_01.jpg,6
656,bounding_box_train/0656_c6s2_045393_05.jpg,6
657,bounding_box_train/0657_c6s2_056968_01.jpg,6
658,bounding_box_train/0658_c3s2_025262_04.jpg,3
659,bounding_box_train/0659_c3s2_038062_01.jpg,3
661,bounding_box_train/0661_c3s2_039562_05.jpg,3
662,bounding_box_train/0662_c2s2_036787_01.jpg,2
663,bounding_box_train/0663_c1s6_036846_02.jpg,1
665,bounding_box_train/0665_c2s2_044487_01.jpg,2
666,bounding_box_train/0666_c6s2_050468_09.jpg,6
667,bounding_box_train/0667_c3s2_052287_07.jpg,3
669,bounding_box_train/0669_c3s2_044362_01.jpg,3
670,bounding_box_train/0670_c6s2_046093_01.jpg,6
673,bounding_box_train/0673_c6s2_038868_01.jpg,6
674,bounding_box_train/0674_c3s2_044987_01.jpg,3
676,bounding_box_train/0676_c6s2_050968_03.jpg,6
677,bounding_box_train/0677_c5s2_048955_01.jpg,5
681,bounding_box_train/0681_c2s2_046162_04.jpg,2
682,bounding_box_train/0682_c4s3_062979_03.jpg,4
683,bounding_box_train/0683_c4s3_063004_02.jpg,4
685,bounding_box_train/0685_c4s3_063304_03.jpg,4
688,bounding_box_train/0688_c1s4_009856_03.jpg,1
689,bounding_box_train/0689_c4s4_050710_01.jpg,4
696,bounding_box_train/0696_c6s2_054793_02.jpg,6
697,bounding_box_train/0697_c6s2_054368_01.jpg,6
700,bounding_box_train/0700_c6s2_048093_03.jpg,6
701,bounding_box_train/0701_c6s2_048268_03.jpg,6
702,bounding_box_train/0702_c5s2_055205_02.jpg,5
703,bounding_box_train/0703_c5s2_055430_02.jpg,5
704,bounding_box_train/0704_c5s2_059502_01.jpg,5
705,bounding_box_train/0705_c2s2_081007_02.jpg,2
706,bounding_box_train/0706_c2s2_052737_04.jpg,2
707,bounding_box_train/0707_c1s3_073106_02.jpg,1
708,bounding_box_train/0708_c6s4_000252_01.jpg,6
709,bounding_box_train/0709_c6s2_051043_01.jpg,6
711,bounding_box_train/0711_c2s2_056032_02.jpg,2
712,bounding_box_train/0712_c4s3_067904_01.jpg,4
714,bounding_box_train/0714_c6s4_028852_07.jpg,6
718,bounding_box_train/0718_c1s4_000856_01.jpg,1
724,bounding_box_train/0724_c6s2_055693_08.jpg,6
726,bounding_box_train/0726_c5s2_082252_01.jpg,5
729,bounding_box_train/0729_c6s2_057268_08.jpg,6
730,bounding_box_train/0730_c3s2_062878_05.jpg,3
733,bounding_box_train/0733_c3s2_063803_02.jpg,3
734,bounding_box_train/0734_c2s2_061407_01.jpg,2
738,bounding_box_train/0738_c6s2_060918_01.jpg,6
739,bounding_box_train/0739_c2s3_061227_02.jpg,2
741,bounding_box_train/0741_c3s2_067103_01.jpg,3
742,bounding_box_train/0742_c1s4_015006_01.jpg,1
744,bounding_box_train/0744_c6s2_062618_01.jpg,6
748,bounding_box_train/0748_c5s3_086187_07.jpg,5
749,bounding_box_train/0749_c6s2_063568_01.jpg,6
752,bounding_box_train/0752_c5s2_070427_04.jpg,5
754,bounding_box_train/0754_c6s2_065918_01.jpg,6
755,bounding_box_train/0755_c1s4_031856_01.jpg,1
757,bounding_box_train/0757_c6s2_066718_01.jpg,6
759,bounding_box_train/0759_c2s2_070107_01.jpg,2
760,bounding_box_train/0760_c3s2_073678_01.jpg,3
761,bounding_box_train/0761_c2s2_070607_01.jpg,2
762,bounding_box_train/0762_c5s2_098577_04.jpg,5
765,bounding_box_train/0765_c2s2_072232_01.jpg,2
766,bounding_box_train/0766_c6s2_075968_01.jpg,6
767,bounding_box_train/0767_c5s2_076177_01.jpg,5
772,bounding_box_train/0772_c3s2_078078_01.jpg,3
773,bounding_box_train/0773_c3s2_077978_01.jpg,3
774,bounding_box_train/0774_c1s4_042756_03.jpg,1
779,bounding_box_train/0779_c2s2_124952_10.jpg,2
780,bounding_box_train/0780_c3s2_087328_03.jpg,3
781,bounding_box_train/0781_c2s2_077407_01.jpg,2
785,bounding_box_train/0785_c1s4_021631_04.jpg,1
787,bounding_box_train/0787_c3s2_088853_01.jpg,3
788,bounding_box_train/0788_c5s2_117174_03.jpg,5
792,bounding_box_train/0792_c4s4_027135_01.jpg,4
793,bounding_box_train/0793_c5s2_088227_01.jpg,5
795,bounding_box_train/0795_c5s2_089927_03.jpg,5
796,bounding_box_train/0796_c1s4_028881_02.jpg,1
802,bounding_box_train/0802_c4s4_030635_02.jpg,4
803,bounding_box_train/0803_c5s2_096677_02.jpg,5
806,bounding_box_train/0806_c6s2_088893_03.jpg,6
809,bounding_box_train/0809_c1s4_048631_02.jpg,1
810,bounding_box_train/0810_c5s3_012715_04.jpg,5
814,bounding_box_train/0814_c4s4_039210_01.jpg,4
816,bounding_box_train/0816_c4s4_039910_02.jpg,4
818,bounding_box_train/0818_c6s2_095918_01.jpg,6
820,bounding_box_train/0820_c6s2_096218_01.jpg,6
821,bounding_box_train/0821_c6s2_096318_02.jpg,6
826,bounding_box_train/0826_c4s4_043310_02.jpg,4
828,bounding_box_train/0828_c1s4_059311_01.jpg,1
830,bounding_box_train/0830_c3s2_116344_04.jpg,3
833,bounding_box_train/0833_c3s2_123219_05.jpg,3
837,bounding_box_train/0837_c6s2_100718_01.jpg,6
839,bounding_box_train/0839_c3s2_106853_04.jpg,3
842,bounding_box_train/0842_c5s2_108027_01.jpg,5
843,bounding_box_train/0843_c2s2_104707_07.jpg,2
844,bounding_box_train/0844_c1s4_047081_01.jpg,1
848,bounding_box_train/0848_c3s2_107328_04.jpg,3
849,bounding_box_train/0849_c6s2_101543_08.jpg,6
850,bounding_box_train/0850_c1s4_047306_06.jpg,1
851,bounding_box_train/0851_c3s2_123219_06.jpg,3
855,bounding_box_train/0855_c3s2_107603_03.jpg,3
859,bounding_box_train/0859_c1s4_047556_02.jpg,1
863,bounding_box_train/0863_c3s2_107853_03.jpg,3
868,bounding_box_train/0868_c3s2_108253_05.jpg,3
872,bounding_box_train/0872_c3s2_108403_03.jpg,3
875,bounding_box_train/0875_c2s2_106057_01.jpg,2
879,bounding_box_train/0879_c5s2_109427_10.jpg,5
882,bounding_box_train/0882_c3s2_109228_07.jpg,3
883,bounding_box_train/0883_c1s4_049031_03.jpg,1
885,bounding_box_train/0885_c2s2_106632_01.jpg,2
886,bounding_box_train/0886_c2s2_106757_02.jpg,2
887,bounding_box_train/0887_c1s4_049056_04.jpg,1
890,bounding_box_train/0890_c3s2_109728_10.jpg,3
891,bounding_box_train/0891_c3s2_109703_10.jpg,3
892,bounding_box_train/0892_c5s2_110577_01.jpg,5
893,bounding_box_train/0893_c3s2_109753_08.jpg,3
894,bounding_box_train/0894_c3s2_109803_07.jpg,3
895,bounding_box_train/0895_c5s2_110652_04.jpg,5
896,bounding_box_train/0896_c3s2_109978_05.jpg,3
898,bounding_box_train/0898_c1s6_020721_02.jpg,1
900,bounding_box_train/0900_c1s4_050706_01.jpg,1
901,bounding_box_train/0901_c1s4_050356_02.jpg,1
902,bounding_box_train/0902_c4s4_051885_01.jpg,4
903,bounding_box_train/0903_c5s2_111852_01.jpg,5
904,bounding_box_train/0904_c1s4_051006_06.jpg,1
905,bounding_box_train/0905_c2s2_156402_01.jpg,2
907,bounding_box_train/0907_c6s2_106393_01.jpg,6
914,bounding_box_train/0914_c3s2_113953_02.jpg,3
915,bounding_box_train/0915_c3s2_118894_05.jpg,3
917,bounding_box_train/0917_c4s4_053691_03.jpg,4
919,bounding_box_train/0919_c5s2_115474_06.jpg,5
926,bounding_box_train/0926_c5s2_122624_02.jpg,5
930,bounding_box_train/0930_c6s2_110293_02.jpg,6
933,bounding_box_train/0933_c6s2_110843_01.jpg,6
936,bounding_box_train/0936_c6s2_111268_01.jpg,6
939,bounding_box_train/0939_c3s2_118119_01.jpg,3
940,bounding_box_train/0940_c3s2_118119_02.jpg,3
941,bounding_box_train/0941_c6s2_112043_01.jpg,6
942,bounding_box_train/0942_c3s2_118194_05.jpg,3
943,bounding_box_train/0943_c5s2_128249_01.jpg,5
945,bounding_box_train/0945_c3s2_118494_03.jpg,3
946,bounding_box_train/0946_c1s4_058286_02.jpg,1
947,bounding_box_train/0947_c5s2_120824_01.jpg,5
948,bounding_box_train/0948_c6s2_113443_04.jpg,6
952,bounding_box_train/0952_c4s4_060116_05.jpg,4
953,bounding_box_train/0953_c3s2_120094_03.jpg,3
954,bounding_box_train/0954_c6s2_113443_03.jpg,6
955,bounding_box_train/0955_c6s2_114043_09.jpg,6
957,bounding_box_train/0957_c5s2_143024_03.jpg,5
958,bounding_box_train/0958_c6s4_001002_01.jpg,6
961,bounding_box_train/0961_c6s2_114168_07.jpg,6
962,bounding_box_train/0962_c3s2_120319_06.jpg,3
963,bounding_box_train/0963_c6s2_114868_04.jpg,6
967,bounding_box_train/0967_c4s4_061516_01.jpg,4
969,bounding_box_train/0969_c2s2_118952_01.jpg,2
970,bounding_box_train/0970_c1s4_062386_01.jpg,1
971,bounding_box_train/0971_c6s2_117018_03.jpg,6
972,bounding_box_train/0972_c2s2_122352_03.jpg,2
973,bounding_box_train/0973_c5s2_140899_02.jpg,5
975,bounding_box_train/0975_c1s6_037171_06.jpg,1
976,bounding_box_train/0976_c6s2_117143_05.jpg,6
979,bounding_box_train/0979_c6s2_118193_03.jpg,6
982,bounding_box_train/0982_c2s2_122977_03.jpg,2
984,bounding_box_train/0984_c6s2_119143_03.jpg,6
986,bounding_box_train/0986_c5s2_125649_02.jpg,5
987,bounding_box_train/0987_c1s4_064736_04.jpg,1
988,bounding_box_train/0988_c1s4_065461_02.jpg,1
990,bounding_box_train/0990_c6s3_021392_02.jpg,6
991,bounding_box_train/0991_c6s2_121093_02.jpg,6
992,bounding_box_train/0992_c5s2_149924_04.jpg,5
994,bounding_box_train/0994_c6s2_121968_01.jpg,6
